Root Domain,Location on Site,Technology Spend,Sales Revenue,Social,Employees,SKU,Company,Vertical,Tranco,Page Rank,Majestic,Umbrella,Overall Score,Performance,Accessibility,SEO,Best Practices,Telephones,Emails,X,Twitter,TikTok,Threads,Facebook,LinkedIn,Google,Pinterest,GitHub,Instagram,Vk,Vimeo,YouTube,People,Verified Profiles,City,State,Zip,Country,First Detected,Last Found,First Indexed,Last Indexed,eCommerce Platform,CRuX Rank,Cloudflare Rank,Exclusion,Compliance
redstate.com,redstate.com,$250,,200000.0,0.0,0,RedState,Law  Govt And Politics,2338.0,21873,7406,32688,,,,,,ph:+1-202-216-0600,contact@redstate.com,,twitter.com/redstate,,,facebook.com/redstateblog,,,,,,,,,N/A - Other - n/a@redstate.com; N/A - President - n/a@redstate.com,,Arlington,VA,22209,US,2016-08-09,2023-12-31,2006-10-03,2024-01-02,,Top 50k,Top 50k,-,-
arrowheadpride.com,arrowheadpride.com,$2000,,150000.0,0.0,0,Vox Media LLC,Society,2341.0,402029,65189,145584,,,,,,ph:+1-202-591-1140;+1-800-522-4700,,,twitter.com/arrowheadpride,,,facebook.com/arrowheadpride,,,,,instagram.com/arrowheadpride,,,,N/A - Support - noemail; N/A - Director - noemail,,Washington,DC,20036,US,2016-11-02,2023-12-28,2006-08-07,2024-01-06,,Top 100k,Top 200k,-,-
autoevolution.com,autoevolution.com,$250,,5000.0,0.0,0,autoevolution,Automotive And Vehicles,2402.0,9488,6067,22359,,,,,,ph:,webmaster@autoevolution.com,,twitter.com/_autoevolution_,,,facebook.com/autoevolution,,,pinterest.com/autoevolution,,instagram.com/theautoevolution,,,,N/A - Manager - noemail,,,,G9,GB,2020-07-02,2023-12-20,2008-01-18,2023-12-31,,Top 10k,Top 50k,-,GDPR United Kingdom
dcurbanmom.com,dcurbanmom.com,$50,,0.0,0.0,0,DC Urban Moms &,Art And Entertainment,2409.0,709641,200997,Outside Top 1m,,,,,,ph:,maria@steele.com,,,,,,,,,,,,,,N/A - Whois - noemail,,Potomac,MD,20854,US,2017-02-05,2023-12-20,2005-10-23,2024-01-07,,Top 50k,Top 100k,-,-
realgm.com,realgm.com,$1000,,100000.0,0.0,0,RealGM LLC,Sports,2416.0,415790,23906,44420,,,,,,ph:,legal@realgm.com,,twitter.com/realgm,,,facebook.com/realgm,,,,,instagram.com/realgmnba,,,,N/A - Other - n/a@realgm.com; N/A - President - n/a@realgm.com; N/A - Csuite - n/a@realgm.com,,Marion,IL,,US,2017-05-01,2023-11-03,2001-12-01,2024-01-06,,Top 5m,Top 100k,-,-
muscleandfitness.com,muscleandfitness.com,$5000,,1000000.0,0.0,0,Muscle &amp; Fitness,Health And Fitness,2424.0,13076,10890,100906,,,,,,ph:+1-212-743-6590,badassworkout@muscleandfitness.com;mfmodels@muscleandfitness.com;malemodelsearch@muscleandfitness.com;diet911@muscleandfitness.com;customerservice@muscleandfitness.com,,twitter.com/muscle_fitness,,,facebook.com/muscleandfitnessmag,,,pinterest.com/musclefitness,,,,,youtube.com/user/muscleandfitnessmag,N/A - Manager - noemail,,New York City,NY,10004,US,2017-06-27,2023-11-11,2000-10-17,2024-01-08,,Top 100k,Top 100k,-,-
metropcs.mobi,metropcs.mobi,$500,,0.0,0.0,0,,Law  Govt And Politics,2427.0,12992888,Outside Top 1m,126655,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2017-09-01,2024-01-02,2013-02-28,2024-01-02,,-,Top 200k,-,-
thedailymeal.com,thedailymeal.com,$500,,50000.0,0.0,0,SPANFELLER MEDIA Group,Food And Drink,2468.0,399489,5732,53516,,,,,,ph:+1-646-459-0604,jbruce@thedailymeal.com;lwilson@thedailymeal.com;abovino@thedailymeal.com;abeck@thedailymeal.com;esaatela@thedailymeal.com;maronica@thedailymeal.com;adolce@thedailymeal.com;lmack@thedailymeal.com;mfranklin@thedailymeal.com;fborgognone@thedailymeal.com;ejacobs@thedailymeal.com;dmyers@thedailymeal.com;kkolenda@thedailymeal.com;lgordon@thedailymeal.com;jchou@thedailymeal.com;advertising@thedailymeal.com;or@thedailymeal.com;bestdishes@thedailymeal.com;tsullivan@thedailymeal.com;wbudiaman@thedailymeal.com;info@thedailymeal.com;help@thedailymeal.com,,twitter.com/thedailymeal,,,facebook.com/thedailymeal,,,pinterest.com/thedailymeal,,instagram.com/thedailymeal,,,youtube.com/user/thedailymealvideo,N/A - Other - n/a@thedailymeal.com; N/A - Director - n/a@thedailymeal.com; N/A - Manager - n/a@thedailymeal.com,,Fishers,IN,46038,US,2016-05-11,2023-12-24,2011-09-04,2024-01-05,,Top 50k,Top 100k,-,-
rhymezone.com,rhymezone.com,$250,,250.0,0.0,0,RhymeZone,Art And Entertainment,2474.0,15868,25345,43967,,,,,,ph:,webmaster@rhymezone.com,,twitter.com/rhymezonecom,,,,,,,,,,,,,,,,,,2023-12-20,2023-12-20,2000-07-06,2023-12-31,,Top 50k,Top 50k,-,-
lifezette.com,lifezette.com,$50,,20000.0,0.0,0,Ingraham Media Inc,Law  Govt And Politics,2484.0,427213,24991,92534,,,,,,ph:,aric@lifezette.com;termsofuse@lifezette.com;media@lifezette.com,,twitter.com/lifezette,,,facebook.com/lifezette,,,pinterest.com/lifezette,,instagram.com/lifezette,,,,N/A - Other - noemail,,Washington,DC,20007,US,2019-01-26,2023-12-20,2015-01-27,2024-01-05,WooCommerce Checkout,Top 5m,Top 100k,-,-
pinchofyum.com,pinchofyum.com,$500,$179193,10000.0,0.0,0,Pinch of Yum,Food And Drink,2501.0,402194,12473,48256,,,,,,ph:,elizabeth@pinchofyum.com,,twitter.com/pinchofyum,,,facebook.com/pinchofyum,,,pinterest.com/pinchofyum,,instagram.com/pinchofyum,,,,N/A - Unknown - noemail; N/A - Marketing - noemail,,Saint Paul|St. Paul,MN,55126,US,2016-04-27,2023-11-03,2010-04-26,2024-01-04,,Top 100k,Top 100k,-,-
yellowblissroad.com,yellowblissroad.com,$250,,1000.0,0.0,0,Yellow Bliss Road,Food And Drink,2520.0,541274,50790,89962,,,,,,ph:,kristin@yellowblissroad.com,,twitter.com/yellowblissroad,,,facebook.com/yellowblissroad,,,pinterest.com/yellowblissroad,,instagram.com/yellowblissroad,,,,,,,,,,2016-05-04,2023-12-31,2013-04-28,2024-01-03,,Top 500k,Top 100k,-,-
tapatalk.com,tapatalk.com,$1000,,5000.0,10.0,0,Tapatalk Inc,Technology And Computing,2522.0,7761,2681,24930,,,,,,ph:,admin@tapatalk.com;privacy@tapatalk.com;support@tapatalk.com,,twitter.com/tapatalk,,,facebook.com/tapatalk,,,,,,,,,,,GENERAL PAZ,B,1987,AR,2017-07-31,2023-11-16,2009-10-01,2024-01-08,,Top 50m,Top 50k,-,-
ninersnation.com,ninersnation.com,$2000,,100000.0,0.0,0,Vox Media Inc,Sports,2523.0,406266,53040,131316,,,,,,ph:+1-202-429-5609;+1-202-591-1140;+1-800-522-4700,,,twitter.com/ninersnation,,,,,,,,instagram.com/ninersnationsbn,,,,,,Washington,DC,20036,US,2016-11-09,2023-12-28,2007-01-10,2024-01-02,,Top 100k,Top 200k,-,-
pocket-lint.com,pocket-lint.com,$250,,20000.0,0.0,0,Pocket lint Ltd,Technology And Computing,2548.0,399525,3416,24467,,,,,,ph:,info@pocket-lint.com;contact@pocket-lint.com;rik@pocket-lint.com;chris@pocket-lint.com,,twitter.com/pocketlint,,,facebook.com/pocketlintcom,linkedin.com/company/pocket-lint,,,,instagram.com/pocketlintcom,,,,N/A - Software - n/a@pocket-lint.com; N/A - Director - n/a@pocket-lint.com; N/A - Csuite - n/a@pocket-lint.com; N/A - Founder - n/a@pocket-lint.com,,Saint-Laurent Southeast,QC,H4T,CA,2016-03-23,2024-01-02,2005-01-24,2024-01-02,,Top 50k,Top 100k,-,-
collider.com,collider.com,$1000,$2378097,100000.0,1.0,0,Collider,Art And Entertainment,2601.0,5198,2957,30987,,,,,,ph:+1-833-979-3525,frosty@collider.com;matt@collider.com;adam.chitwood@collider.com;matt.goldberg@collider.com;allison.keene@collider.com;perri.nemiroff@collider.com;email@collider.com;sales@collider.com;editorial@collider.com,,twitter.com/collider,tiktok.com/@colliderextra,,facebook.com/collider,linkedin.com/company/collider,,,,instagram.com/collider,,,youtube.com/user/collidervideos,N/A - Manager - noemail,,,,,,2020-05-18,2024-01-06,2006-10-03,2024-01-07,,Top 5000,Top 50k,-,-
mcall.com,mcall.com,$10000,,50000.0,100.0,0,The Morning Call,Business And Industrial,2612.0,1137,3807,78265,,,,,,ph:+1-610-820-6799;+1-877-974-8015;+1-610-820-6541;+1-866-622-7721;+1-844-681-6006;+1-610-778-2269,circweb@mcall.com;thousenick@mcall.com;news@mcall.com;sports@mcall.com;businessnews@mcall.com;goguide@mcall.com;letters@mcall.com;photo@mcall.com;cpeters@mcall.com;ozucco@mcall.com;steve.boyle@mcall.com;morningcallstore@mcall.com;kriggins@mcall.com;cmjones@mcall.com;classified@mcall.com;pdnewsletters@mcall.com;jfeher@mcall.com;mmiorelli@mcall.com;jmisinco@mcall.com;twendling@mcall.com;mcclassified@mcall.com,,twitter.com/mcall,,,facebook.com/mcall.lv,,,,,,,,,N/A - President - n/a@mcall.com; N/A - Csuite - n/a@mcall.com,,Allentown,PA,18105,US,2020-06-01,2023-12-31,2000-02-29,2024-01-07,Musictoday,Top 50m,Top 50k,-,-
iheartnaptime.net,iheartnaptime.net,$500,,10000.0,0.0,0,I Heart Nap Time,Food And Drink,2632.0,29037,21553,61146,,,,,,ph:,community@iheartnaptime.net;jamielyn@iheartnaptime.net;admin@iheartnaptime.net,,twitter.com/iheartnaptime,,,facebook.com/iheartnaptime,,,pinterest.com/iheartnaptime,,instagram.com/iheartnaptime,,,,,,Los Angeles,California,,US,2018-02-20,2023-12-31,2011-04-17,2023-12-31,,Top 100k,Top 100k,-,-
sidereel.com,sidereel.com,$250,,20000.0,0.0,0,SideReel,Travel,2653.0,406939,48093,92916,,,,,,ph:+1-415-735-5732,privacy@sidereel.com;press@sidereel.com;copyright@sidereel.com;advertise@sidereel.com,,twitter.com/sidereel,,,facebook.com/sidereel,,,pinterest.com/sidereel,,instagram.com/sidereelofficial,,,,N/A - Unknown - n/a@sidereel.com; N/A - Manager - n/a@sidereel.com,,San Francisco,CA,94104,US,2016-10-26,2023-12-20,2007-09-28,2024-01-02,,Top 500k,Top 500k,-,California CCPA
wdwnt.com,wdwnt.com,$1000,$429149,150000.0,0.0,0,WDWNT LLC,Travel,2709.0,14701,40629,94965,,,,,,ph:,alicia@wdwnt.com,,twitter.com/wdwnt,,,facebook.com/wdwnt,,,pinterest.com/wdwnt,,instagram.com/wdwnt,,,,N/A - Other - noemail,,,,,HK,2017-03-13,2023-12-24,2008-11-19,2024-01-08,WooCommerce Checkout,Top 100k,Top 50k,-,-
roaring.earth,roaring.earth,$1000,,2000.0,10.0,0,Roaring Earth,Automotive And Vehicles,2712.0,462148,517385,Outside Top 1m,,,,,,ph:,info@roaring.earth;28128dd99e1149c195c2e287a5893d9a@sentry.roaring.earth;copyright@roaring.earth,,twitter.com/roaring_earth,,,facebook.com/roaringearth,,,,,instagram.com/roaringearth,,,,N/A - Founder - noemail,,New York City,NY,10159,US,2016-10-30,2024-01-04,2016-07-30,2024-01-04,,Top 5m,Top 500k,-,-
nzherald.co.nz,nzherald.co.nz,$5000,,150000.0,10.0,0,NZME. Publishing Ltd,Art And Entertainment,2725.0,3393,1038,23796,,,,,,ph:,newsdesk@nzherald.co.nz;newsfeeds@nzherald.co.nz;nicky.park@nzherald.co.nz;tim.murphy@nzherald.co.nz;yournews@nzherald.co.nz;david.hastings@nzherald.co.nz;dialogue@nzherald.co.nz;gardening@nzherald.co.nz;classads@nzherald.co.nz;ana.samways@nzherald.co.nz;askpeter@nzherald.co.nz;paul.harper@nzherald.co.nz;steven.holloway@nzherald.co.nz;life@nzherald.co.nz;letters@nzherald.co.nz;vipviva@nzherald.co.nz;travelcompetition@nzherald.co.nz;photocomp@nzherald.co.nz;driven@nzherald.co.nz;travel@nzherald.co.nz;james.wheeler@nzherald.co.nz;kim.knight@nzherald.co.nz;gregor.paul@nzherald.co.nz;steve.braunias@nzherald.co.nz;grant.bradley@nzherald.co.nz;cameron.mcmillan@nzherald.co.nz;jamie.morton@nzherald.co.nz;kris.shannon@nzherald.co.nz;damien.venuto@nzherald.co.nz;tennessy.weir@nzherald.co.nz;neil.reid@nzherald.co.nz,,twitter.com/nzherald,,,facebook.com/nzherald.co.nz,linkedin.com/company/truecommercial---property,,,,instagram.com/nzherald,,,youtube.com/user/nzheraldtv,N/A - Director - n/a@nzherald.co.nz,,,,,NZ,2020-06-01,-,2000-02-29,2024-01-08,,Top 50m,Top 50k,-,-
finviz.com,finviz.com,$1000,,0.0,0.0,0,finviz,Finance,2731.0,404165,21461,17494,,,,,,ph:,,,,,,,,,,,,,,,N/A - Unknown - noemail; N/A - Director - noemail; N/A - Csuite - noemail,,Hicksville,NY,11819,US,2016-05-18,2023-11-03,2008-01-19,2024-01-08,,Top 10k,Top 50k,-,-
twitchy.com,twitchy.com,$500,,200000.0,0.0,0,Townhall Media,Education,2739.0,27051,17625,36176,,,,,,ph:,jesse@twitchy.com;tips@twitchy.com;ips@twitchy.com;ps@twitchy.com;jess@twitchy.com;michelle@twitchy.com,,twitter.com/twitchyteam,,,facebook.com/teamtwitchy,,,,,,,,,N/A - Support - n/a@twitchy.com; N/A - Other - n/a@twitchy.com; N/A - President - n/a@twitchy.com,,Arlington,VA,22219,US,2016-07-28,2023-11-03,2000-08-31,2024-01-07,,Top 50m,Top 50k,-,-
wcnc.com,wcnc.com,$2000,,200000.0,0.0,0,WCNC TV,Law  Govt And Politics,2748.0,13395,10674,213056,,,,,,ph:+1-704-357-4986;+1-800-778-7879;+1-800-669-9777;+1-828-584-9999;+1-704-329-3685;+1-704-329-3600,newstips@wcnc.com;bmcginty@wcnc.com;weather@wcnc.com;promotions@wcnc.com;editor@wcnc.com;desk@wcnc.com,,twitter.com/wcnc,,,facebook.com/wcnctv,,,,,instagram.com/wcnctv,,,,N/A - Director - n/a@wcnc.com; N/A - Board - n/a@wcnc.com; N/A - President - n/a@wcnc.com; N/A - Csuite - n/a@wcnc.com,,Charlotte,NC,28217,US,2021-11-02,2023-11-09,2000-10-10,2024-01-06,,Top 500k,Top 100k,-,-
serebii.net,serebii.net,$50,,500000.0,0.0,0,Serebii.net,Business And Industrial,2790.0,16253,26015,51133,,,,,,ph:+61-4-07201705;+61-4-08201706,webmaster@serebii.net,,twitter.com/serebiinet,,,facebook.com/serebiinetpage,,,,,instagram.com/serebii,,,,,,Anaheim,CA,92802,US,2020-06-01,2023-10-17,2002-11-20,2024-01-02,,Top 5000,Top 50k,-,California CCPA
fox5ny.com,fox5ny.com,$5000,,100000.0,0.0,0,Fox Television Stations LLC,Finance,2794.0,19992,10882,115451,,,,,,ph:+1-800-490-7713;+1-800-778-7879,,,twitter.com/fox5ny,,,facebook.com/fox5ny,,,,,instagram.com/fox5ny,,,,N/A - Support - noemail; N/A - Board - noemail,,Los Angeles,CA,90025,US,2022-06-24,2023-11-25,2013-02-28,2024-01-06,,Top 500k,Top 100k,-,California CCPA
legalinsurrection.com,legalinsurrection.com,$500,$2341523,0.0,0.0,0,Le·gal In·sur·rec·tion,Technology And Computing,2798.0,7043,22049,70925,,,,,,ph:+1-973-325-7467;+1-646-358-8082;+1-973-298-1723,contact@legalinsurrection.com,,twitter.com/legal,,,facebook.com/legalinsurrection,,,,,,,,youtube.com/user/legalinsurrection,,,New York City,NY,10119,US,2018-02-20,2023-12-23,2011-06-22,2024-01-04,,Top 500k,Top 100k,-,-
healthyrecipesblogs.com,healthyrecipesblogs.com,$250,,2000.0,0.0,0,Healthy Recipes Blog,Food And Drink,2803.0,484080,149658,182382,,,,,,ph:,,,twitter.com/yummyhealth,,,facebook.com/healthyrecipesblog,,,pinterest.com/healthyrecipes,,instagram.com/yumhealth,,,,,,,,,,2018-02-16,2023-12-31,2011-11-06,2024-01-06,,Top 100k,Top 200k,-,-
toofab.com,toofab.com,$2000,,20000.0,0.0,0,EHM Productions Inc,Art And Entertainment,2807.0,408705,17385,36442,,,,,,ph:+1-818-977-0018,,,twitter.com/toofab,,,facebook.com/toofab,,,,,instagram.com/toofabnews,,,youtube.com/user/toofabvideos,N/A - Bizdev - n/a@toofab.com; N/A - Support - n/a@toofab.com; N/A - Director - n/a@toofab.com,,Riverside,NJ,08075,US,2020-06-01,2023-12-11,2004-04-17,2024-01-06,,Top 100k,Top 50k,-,California CCPA
behindthename.com,behindthename.com,$100,,0.0,0.0,0,behindthename.com Inc,Hobbies And Interests,2809.0,403263,12118,139630,,,,,,ph:,privacy@behindthename.com,,,,,facebook.com/behindthenamedotcom,,,pinterest.com/behindthename,,,,,,,,,,,,2020-03-03,2023-11-03,2001-11-07,2024-01-04,,Top 50k,Top 100k,-,-
desmoinesregister.com,desmoinesregister.com,$5000,,0.0,100.0,0,Gannett Co. Inc,Sports,2810.0,4321,2224,82230,,,,,,ph:+1-515-284-8132;+1-319-887-5435;+1-877-424-0225;+1-800-778-7879;+1-515-619-6548;+1-800-532-1455;+1-515-284-8247,,,twitter.com/findnsave,,,facebook.com/desmoinesregister,,,pinterest.com/dmjuice,,instagram.com/dmjuice,,,,N/A - Other - noemail; N/A - Marketing - noemail; N/A - Sales - noemail; N/A - Director - noemail; N/A - President - noemail; N/A - Csuite - noemail,https://www.linkedin.com/in/phil-legler-293b316,Des Moines,IA,50309,US,2018-02-16,2023-10-06,2011-01-03,2024-01-08,,Top 50m,Top 50k,-,-
goodmenproject.com,goodmenproject.com,$500,,150000.0,0.0,0,The Good Men Project,Style And Fashion,2811.0,11765,6260,171989,,,,,,ph:,info@goodmenproject.com,,twitter.com/goodmenproject,,,facebook.com/thegoodmenproject,,,pinterest.com/goodmenproject,,instagram.com/goodmenproject,,,youtube.com/user/thegoodmenproject,N/A - Unknown - noemail; N/A - Director - noemail; N/A - Board - noemail,,Pasadena,CA,91103,US,2017-11-20,2023-12-24,2009-11-25,2024-01-03,,Top 500k,Top 200k,-,California CCPA
247wallst.com,247wallst.com,$2000,,150000.0,0.0,0,Wall St. LLC,Finance,2817.0,9317,4081,145294,,,,,,ph:+1-917-865-2143,douglasamcintyre@247wallst.com;jonogg@247wallst.com;subscribers@247wallst.com;douglasamcintrye@247wallst.com,,twitter.com/247wallst,,,facebook.com/247wallst,,,,,,,,,N/A - Analyst - noemail; N/A - Software - noemail; N/A - President - noemail; N/A - Csuite - noemail; N/A - Founder - noemail,,New York City,NY,10128,US,2018-02-16,2023-12-31,2007-01-03,2024-01-02,,Top 500k,Top 200k,-,-
thewholesomedish.com,thewholesomedish.com,$100,,0.0,0.0,0,The Wholesome Dish,Food And Drink,2847.0,436882,137167,127682,,,,,,ph:,,,twitter.com/wholesomedish,,,facebook.com/thewholesomedish,,,pinterest.com/thewholesomedish,,,,,,,,,,,,2016-07-13,2023-12-31,2013-11-21,2023-12-31,,Top 100k,Top 100k,-,-
blackdoctor.org,blackdoctor.org,$1000,,100000.0,10.0,0,BlackDoctor.org,Health And Fitness,2859.0,15955,79465,254913,,,,,,ph:+1-312-222-1205,derrick@blackdoctor.org;angela@blackdoctor.org;feedback@blackdoctor.org;bdoeditor@blackdoctor.org;ceo@blackdoctor.org;editor@blackdoctor.org;peter@blackdoctor.org,,twitter.com/blackdoctor,tiktok.com/@blackdoctororg,,facebook.com/blackdoctor.org,linkedin.com/company/blackdoctor,,,,instagram.com/blackdoctororg,,,,N/A - Unknown - n/a@blackdoctor.org; N/A - Director - n/a@blackdoctor.org; N/A - Board - n/a@blackdoctor.org; N/A - Csuite - n/a@blackdoctor.org,,Chicago,IL,60606,US,2017-08-08,2023-12-03,2005-12-31,2024-01-06,,Top 500k,Top 100k,-,-
thesource.com,thesource.com,$500,,500000.0,1000.0,0,Source Inc  Digital,Technology And Computing,2860.0,418462,14374,137529,,,,,,ph:+1-646-559-8314;+1-646-559-8316,advertising@thesource.com;editorial@thesource.com;press@thesource.com;subscriptions@thesource.com;internship@thesource.com;info@thesource.com,,twitter.com/thesource,tiktok.com/@thesourcemag,,facebook.com/thesourcemagazine,,,,,instagram.com/thesource,,,youtube.com/user/thesourcemagazine1,N/A - Support - n/a@thesource.com; N/A - Director - n/a@thesource.com; N/A - Manager - n/a@thesource.com,,New York City,NY,10036,US,2018-02-28,2023-12-29,2001-10-09,2023-12-31,,Top 50m,Top 200k,-,-
stereogum.com,stereogum.com,$2000,$2511848,200000.0,0.0,0,Stereogum,Technology And Computing,2861.0,9993,4955,26977,,,,,,ph:+1-323-466-0150;+1-212-493-4100,,,twitter.com/stereogum,,,facebook.com/stereogum,,,,,instagram.com/stereogum,,,,N/A - Founder - n/a@stereogum.com,,Los Angeles,CA,90028,US,2020-03-02,2023-12-28,2003-12-06,2024-01-02,Shopify,Top 50m,Top 100k,-,California CCPA
lyrics.com,lyrics.com,$100,,250.0,0.0,0,Warner Chappell Music Inc,Art And Entertainment,2887.0,24704,Outside Top 1m,48198,,,,,,ph:+1-310-464-1727,info@lyrics.com,,twitter.com/lyricsdotcom1,,,,,,,,,,,,,,Ellenburg Depot,NY,12935,US,2017-06-26,2023-11-14,2000-10-17,2023-12-30,,Top 50k,Top 100k,-,California CCPA
larepublica.pe,larepublica.pe,$1000,,750000.0,100.0,0,Grupo La RepÃºblica Publicaciones,Business And Industrial,2893.0,14043,8720,130884,,,,,,ph:,,,twitter.com/larepublica_pe,tiktok.com/@larepublica.pe,,facebook.com/larepublicape,,,,,instagram.com/larepublica_pe,,,youtube.com/user/larepublicaweb2,N/A - Marketing - noemail; N/A - Founder - noemail,,,,,PE,2019-09-30,2024-01-06,2008-12-07,2024-01-07,,Top 50m,Top 50k,-,-
jessicagavin.com,jessicagavin.com,$500,,2000.0,0.0,0,Jessica Gavin,Food And Drink,2894.0,429550,69310,75014,,,,,,ph:,info@jessicagavin.com,,twitter.com/jessica_gavin,tiktok.com/@jessicaygavin,,facebook.com/jessicayeegavin,,,,,instagram.com/jessica_gavin,,,,,,Orange,CA,92869,US,2016-11-30,2023-11-03,2012-07-14,2023-12-31,Shopify,Top 100k,Top 200k,-,California CCPA
omgcheckitout.com,omgcheckitout.com,$0,,0.0,0.0,0,OMGCheckItOut,Art And Entertainment,2901.0,578438,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,facebook.com/omgcheckitout,,,,,instagram.com/omgcheckitout,,,,N/A - President - noemail,,Beverly Hills,CA,90210,US,2020-12-12,2023-12-20,2016-11-14,2023-12-20,WooCommerce Checkout,Top 5m,Top 500k,-,California CCPA
showtimes.com,showtimes.com,$50,,0.0,0.0,0,Tribute Entertainment Media Group,Art And Entertainment,2939.0,452874,283476,Outside Top 1m,,,,,,ph:,generalinfo@showtimes.com;info@showtimes.com,,,,,facebook.com/showtimescom-177922572290220,,,,,,,,,,,Sund,,186,FO,2020-03-26,2023-11-03,2011-12-18,2024-01-08,,Top 50k,Top 100k,-,-
sportzbonanza.com,sportzbonanza.com,$50,,0.0,0.0,0,,Sports,2944.0,605052,Outside Top 1m,143142,,,,,,ph:,aadmin@sportzbonanza.com,,,,,,,,,,,,,,,,Pearl River,NY,10965,US,2018-02-09,2023-12-24,2017-10-04,2023-12-31,,Top 500k,Top 100k,-,-
knowing-jesus.com,knowing-jesus.com,$1000,,10000.0,0.0,0,Knowing Jesus,Technology And Computing,2969.0,16674,45229,76739,,,,,,ph:,,,twitter.com/knowingjesus888,,,facebook.com/knowingjesustogether,,,pinterest.com/knowingjesus,,,,,,,,,,,,2022-05-16,2023-12-20,2009-05-24,2024-01-07,Shopify,Top 50m,Top 100k,-,-
sermoncentral.com,sermoncentral.com,$2000,,500.0,0.0,0,Outreach Inc,Technology And Computing,2976.0,453155,85726,149673,,,,,,ph:+1-866-315-4690;+1-877-382-4357;+1-866-899-4426;+1-866-653-4261,support@sermoncentral.com,,twitter.com/sermoncentral,,,facebook.com/sermoncentral,,,,,,,,,N/A - Unknown - n/a@sermoncentral.com,,Colorado Springs,CO,80919,US,2018-02-20,2024-01-05,2000-02-28,2024-01-06,,Top 50m,Top 100k,-,-
soaphub.com,soaphub.com,$2000,,20000.0,10.0,0,Soap Hub,Hobbies And Interests,2986.0,411309,268485,186158,,,,,,ph:+1-925-480-7332;+1-650-725-0247,contact@soaphub.com;advertising@soaphub.com;legal@soaphub.com;news@soaphub.com;privacy@soaphub.com,,,,,facebook.com/soaphubmag,,,,,instagram.com/soaphub,,,,N/A - Bizdev - noemail; N/A - Marketing - noemail; N/A - Manager - noemail,,Santa Monica,CA,90401,US,2016-11-21,2023-12-30,2010-10-30,2023-12-31,Shopify,Top 100k,Top 100k,-,California CCPA
encyclopedia.com,encyclopedia.com,$1000,,1000.0,0.0,0,The Gale Group,Science,2989.0,1087,1666,54582,,,,,,ph:,josieprimaryhorner@encyclopedia.com;terryfrivoloustapia@encyclopedia.com;issues@encyclopedia.com;info@encyclopedia.com;ads@encyclopedia.com;information@encyclopedia.com;news-press@encyclopedia.com;sources@encyclopedia.com;support@encyclopedia.com,,twitter.com/encyclopediacom,,,facebook.com/encyclopediacom,,,,,instagram.com/encyclopediacom,,,,,,Chicago,IL,60601,US,2019-11-22,2023-12-31,2005-09-30,2024-01-08,,Top 50k,Top 100k,-,-
